id,time,long,lat
2560,2008-02-02 13:30:51,116.47157,39.89802
2560,2008-02-02 13:30:56,116.47157,39.89802
2560,2008-02-02 13:31:01,116.47156,39.89803
2560,2008-02-02 13:31:06,116.47157,39.89814
2560,2008-02-02 13:31:11,116.47158,39.89818
2560,2008-02-02 13:31:16,116.47158,39.89821
2560,2008-02-02 13:31:21,116.47158,39.89826
2560,2008-02-02 13:31:26,116.47158,39.89829
2560,2008-02-02 13:31:31,116.47158,39.89831
2560,2008-02-02 13:31:36,116.47158,39.89832
2560,2008-02-02 13:31:41,116.47158,39.89832
2560,2008-02-02 13:31:46,116.47158,39.89832
2560,2008-02-02 13:31:51,116.47158,39.89832
2560,2008-02-02 13:31:56,116.47158,39.89832
2560,2008-02-02 13:32:01,116.47158,39.89832
2560,2008-02-02 13:32:06,116.47158,39.89831
2560,2008-02-02 13:32:11,116.47157,39.89831
2560,2008-02-02 13:32:16,116.47157,39.89831
2560,2008-02-02 13:32:21,116.47157,39.89832
2560,2008-02-02 13:32:26,116.47157,39.89832
2560,2008-02-02 13:32:31,116.47156,39.89832
2560,2008-02-02 13:32:36,116.47156,39.89832
2560,2008-02-02 13:32:41,116.47156,39.89833
2560,2008-02-02 13:32:46,116.47156,39.89833
2560,2008-02-02 13:32:51,116.47156,39.89833
2560,2008-02-02 13:32:56,116.47155,39.89833
2560,2008-02-02 13:33:01,116.47155,39.89833
2560,2008-02-02 13:33:06,116.47155,39.89833
2560,2008-02-02 13:33:11,116.47154,39.89833
2560,2008-02-02 13:33:17,116.47154,39.89838
2560,2008-02-02 13:33:22,116.47154,39.89842
2560,2008-02-02 13:33:27,116.47154,39.89855
2560,2008-02-02 13:33:32,116.47155,39.89869
2560,2008-02-02 13:33:37,116.47155,39.89883
2560,2008-02-02 13:33:42,116.47155,39.89907
2560,2008-02-02 13:33:47,116.47155,39.89932
2560,2008-02-02 13:33:52,116.47155,39.89958
2560,2008-02-02 13:33:57,116.47156,39.8997
2560,2008-02-02 13:34:02,116.47156,39.89976
2560,2008-02-02 13:34:07,116.47157,39.8998
2560,2008-02-02 13:34:12,116.47157,39.89991
2560,2008-02-02 13:34:17,116.47157,39.89996
2560,2008-02-02 13:34:22,116.47157,39.90012
2560,2008-02-02 13:34:27,116.47158,39.90031
2560,2008-02-02 13:34:32,116.47158,39.90044
2560,2008-02-02 13:34:37,116.47158,39.90059
2560,2008-02-02 13:34:42,116.4716,39.90076
2560,2008-02-02 13:34:47,116.4716,39.90094
2560,2008-02-02 13:34:52,116.47161,39.90114
2560,2008-02-02 13:34:57,116.47161,39.90132
2560,2008-02-02 13:35:02,116.47162,39.90149
2560,2008-02-02 13:35:07,116.47164,39.90171
2560,2008-02-02 13:35:12,116.47164,39.90196
2560,2008-02-02 13:35:17,116.47166,39.90221
2560,2008-02-02 13:35:22,116.47165,39.90251
2560,2008-02-02 13:35:27,116.47167,39.90286
2560,2008-02-02 13:35:32,116.47169,39.90307
2560,2008-02-02 13:35:37,116.4717,39.90314
2560,2008-02-02 13:35:42,116.4717,39.90314
2560,2008-02-02 13:35:47,116.4717,39.90323
2560,2008-02-02 13:35:52,116.47171,39.90348
2560,2008-02-02 13:35:58,116.47171,39.9039
2560,2008-02-02 13:36:03,116.4717,39.90448
2560,2008-02-02 13:36:08,116.47171,39.90515
2560,2008-02-02 13:36:13,116.47174,39.90581
2560,2008-02-02 13:36:18,116.47174,39.90626
2560,2008-02-02 13:36:23,116.47175,39.9063
2560,2008-02-02 13:36:28,116.47175,39.90628
2560,2008-02-02 13:36:33,116.47175,39.90627
2560,2008-02-02 13:36:38,116.47174,39.90627
2560,2008-02-02 13:36:43,116.47174,39.90627
2560,2008-02-02 13:36:48,116.47174,39.90626
2560,2008-02-02 13:36:53,116.47174,39.90626
2560,2008-02-02 13:36:58,116.47174,39.90626
2560,2008-02-02 13:37:02,116.36263,39.98586
2560,2008-02-02 13:37:08,116.47174,39.90626
2560,2008-02-02 13:37:13,116.47174,39.90626
2560,2008-02-02 13:37:18,116.47174,39.90626
2560,2008-02-02 13:37:23,116.47174,39.90626
2560,2008-02-02 13:37:28,116.47174,39.90626
2560,2008-02-02 13:37:33,116.47174,39.90626
2560,2008-02-02 13:37:38,116.47174,39.90626
2560,2008-02-02 13:37:43,116.47174,39.90626
2560,2008-02-02 13:37:48,116.47174,39.90626
2560,2008-02-02 13:37:53,116.47174,39.90627
2560,2008-02-02 13:37:58,116.47174,39.90628
2560,2008-02-02 13:38:03,116.47174,39.90628
2560,2008-02-02 13:38:08,116.47174,39.90628
2560,2008-02-02 13:38:13,116.47174,39.90627
2560,2008-02-02 13:38:18,116.47174,39.90627
2560,2008-02-02 13:38:23,116.47174,39.90627
2560,2008-02-02 13:38:28,116.47174,39.90626
2560,2008-02-02 13:38:34,116.47175,39.90626
2560,2008-02-02 13:38:39,116.47175,39.90625
2560,2008-02-02 13:38:44,116.47175,39.90625
